Name	RNAi_1	RNAi_3	RNAi_4	Untreated_1	Untreated_3	Untreated_4
FBtr0077007	19.773	4.003	1	13.185	0.001	0
FBtr0089879	325.198	119.862	152.867	408.422	103.118	130.936
FBtr0089052	3.005	5	3	10.689	1.001	1
FBtr0303150	377.002	125	169	641	211	234
FBtr0300295	0	0	0	0	0	0
FBtr0290239	65.098	14.87	10.217	54.323	40.789	30.253
FBtr0290240	203.902	36.13	48.783	138.677	26.211	23.747
FBtr0300568	633.927	246.742	292.787	640.935	246.857	319.473
FBtr0078115	65.31	14.012	6.559	62.74	33.381	20.213
FBtr0078114	76.763	16.246	9.654	14.324	8.762	11.314
FBtr0072290	2706.545	1234.568	1551.57	2927.555	1100.014	1134.658
FBtr0332921	327.492	85.432	47.43	44.445	22.986	76.342
FBtr0073391	2.663	0.658	0.966	4.683	0.083	1.871
FBtr0331720	0.206	0.671	1.016	2.099	0.08	0.564
FBtr0073390	1.131	0.671	1.019	8.594	0.08	0.565
FBtr0072800	561.012	198	204	715	302	286
FBtr0081201	0.861	1.031	0.889	0.86	0.778	0.484
FBtr0302360	10.139	4.969	2.111	9.14	1.222	0.516
FBtr0086812	0	0	0	1	0	0
FBtr0340391	1	0	0	0.831	0.342	0
FBtr0340390	0	0	0	1.067	0.33	0
FBtr0086653	0	0	0	1.102	0.329	0
FBtr0079303	0.157	0.654	0	0.348	0.305	0
FBtr0339237	35.48	3.7	0.287	15.801	3.196	3.734
FBtr0086235	1.057	0	0	2.071	2.023	0
FBtr0301799	0	1	1	3	0	0
FBtr0345272	0.949	0	0.654	1.049	0	0.501
FBtr0339137	0.949	0	0.654	1.049	0	0.501
FBtr0084313	1.106	0	0.692	1.266	0	0.001
FBtr0072667	1636	716	905	1165	459	538
FBtr0332620	107.75	18.145	32.451	112.787	30.473	17.605
FBtr0300732	93.739	54.714	73.946	171.48	60.896	51.284
FBtr0073547	1395.861	248.981	297.409	1494.078	276.553	252.676
FBtr0300733	278.484	46.618	41.997	151.803	62.394	30.617
FBtr0073546	246.324	304.379	369.208	429.932	338.82	392.161
FBtr0308492	0	0	0	0	0	0
FBtr0306523	6509.241	2867.32	3473.525	10385.845	3378.411	3818.856
FBtr0306520	682.926	298.291	328.881	730.543	430.248	278.997
FBtr0306522	4732.065	1731.695	1878.242	7141.85	2310.946	1657.467
FBtr0074800	702.129	444.767	385.449	814.857	351.988	245.341
FBtr0306521	1192.345	604.683	660.184	1346.779	878.001	669.869
FBtr0332993	260.091	80.026	74.345	211.581	79.147	80.445
FBtr0074801	1137.833	562.091	561.341	1860.461	591.152	591.224
FBtr0100839	603.901	46.883	58.805	457.934	67.933	65.007
FBtr0083301	1	0	0	0	0	0
FBtr0340091	119.419	143.999	264.034	213.633	151.069	131.338
FBtr0070439	2084.751	598.168	654.928	2115.187	477.721	422.075
FBtr0070440	840.577	244.818	244.034	556.936	207.19	220.228
FBtr0086563	597	272	329	585	248	260
FBtr0079106	0	0	1	1	0	0
FBtr0085734	14.709	7.291	13.175	39.083	5.911	4.505
FBtr0085733	331.291	127.709	147.825	246.531	92.089	120.495
FBtr0084551	273.407	82.964	96.52	244.619	73.829	113.935
FBtr0077237	39	6	2	46	11	13
FBtr0077319	1896.089	889.577	1050.77	2511.568	913.342	833.093
FBtr0340404	613.911	223.423	314.23	829.432	324.658	410.907
FBtr0331824	0.201	0.4	0.599	1.191	0.201	0.201
FBtr0331825	0.199	0.4	0.601	1.21	0.199	0.199
FBtr0331823	0.201	0.4	0.599	1.191	0.201	0.201
FBtr0331827	0.2	0.4	0.6	1.198	0.2	0.2
FBtr0331826	0.199	0.4	0.601	1.21	0.199	0.199
FBtr0070296	1015	689	665	1268	630	655
FBtr0345089	35.309	27.077	28.057	40.301	30.826	28.116
FBtr0345106	476.175	111.378	130.907	629.043	155.566	103.795
FBtr0345109	179.641	99.95	123.323	210.915	105.156	87.292
FBtr0345108	99.134	62.14	57.391	114.766	56.585	45.429
FBtr0345112	176.012	116.606	139.271	236.275	127.549	116.542
FBtr0345115	112.736	65.741	58.845	105.59	56.499	87.917
FBtr0345091	3.196	1.413	1.487	3.074	2.401	2.371
FBtr0345096	51.447	26.517	25.069	37.607	16.415	34.554
FBtr0345100	1174.79	221.864	191.56	338.367	143.642	131.864
FBtr0345113	473.254	83.87	130.925	182.777	97.523	73.052
FBtr0345095	1311.372	485.954	547.711	2079.803	686.678	771.994
FBtr0345093	360.305	263.946	267.503	425.991	167.285	133.451
FBtr0345101	35.055	29.553	29.965	39.324	30.048	30.243
FBtr0345092	909.376	278.352	283.158	1471.176	400.463	226.207
FBtr0345098	226.737	259.795	300.786	642.792	282.998	181.225
FBtr0345105	139.206	38.404	40.866	124.08	63.117	67.354
FBtr0345110	100.267	74.726	74.979	141.517	66.127	82.71
FBtr0345090	51.578	39.188	41.55	80.923	43.513	36.627
FBtr0345097	1.072	0.773	0.835	1.202	0.896	0.881
FBtr0345107	211.798	105.893	116.767	303.726	141.632	184.858
FBtr0345085	398.077	263.53	348.739	219.229	214.225	181.234
FBtr0345088	176.734	230.597	306.627	211.219	245.095	214.883
FBtr0345099	2225.369	1125.991	756.684	2784.146	460.26	481.265
FBtr0345103	464.642	144.224	167.494	288.7	92.541	101.97
FBtr0345102	957.703	316.312	661.061	1021.445	530.214	478.505
FBtr0345111	191.184	187.885	194.82	542.63	221.705	207.435
FBtr0345086	20.773	17.103	17.674	22.113	16.947	16.15
FBtr0345087	181.436	215.926	281.104	238.768	199.617	176.236
FBtr0345114	631.527	220.274	224.635	1562.483	382.516	336.265
FBtr0345094	78.752	38.943	39.331	62.918	29.525	33.381
FBtr0345104	157.536	85.356	88.875	162.622	91.478	82.77
FBtr0086642	0	0	0	0	0	0
FBtr0309871	35.129	5.365	5.311	48.443	1.974	8.773
FBtr0071284	23.547	14.485	4.668	13.98	14.37	14.539
FBtr0301805	961.057	340.75	406.02	1014.395	304.656	332.511
FBtr0078723	1796	607	709	1617	525	587
FBtr0343656	0	0	0	0	0	0
FBtr0080531	0	0	0	0	0	0
FBtr0072869	4.001	0.969	1.557	3.063	0.495	0.495
FBtr0332673	0.373	1.154	2.443	1.809	0.505	0.505
FBtr0344009	287.637	131.414	119.865	366.852	118.329	90.055
FBtr0083251	351.389	75.376	121.597	279.101	68.429	115.702
FBtr0072553	28	6	12	14	6	4
FBtr0086168	4	2	1	6	2	2
FBtr0078921	24402	7973	8898	22152	6956	7707
FBtr0081858	205	78	86	272	66	103
FBtr0333177	401.998	99.648	127.74	388.52	133.667	100.108
FBtr0333178	168.575	43.182	62.063	174.575	46.941	43.26
FBtr0082655	10776.741	2836.148	3048.327	12078.139	3313.372	3184.548
FBtr0082654	313.867	2222.852	2583.646	2688.827	1965.628	2475.452
FBtr0088647	2127.244	291.114	178.242	1869.983	283.255	335.776
FBtr0088646	1867.646	922.178	1033.707	2652.344	781.22	846.872
FBtr0088645	234.402	113.708	96.052	368.671	84.525	141.352
FBtr0339616	1.04	0.629	0.629	3.296	1.439	2.047
FBtr0339617	12.924	1.742	1.742	10.479	5.133	5.93
FBtr0301085	1.036	0.629	0.629	3.225	1.428	2.023
FBtr0078471	24	8	11	24	3	8
FBtr0304710	2335.609	1160.66	1353.295	2349.289	922.488	1045.075
FBtr0077980	53.104	35.217	35.118	34.913	34.82	53.259
FBtr0344015	64.826	36.413	31.587	49.902	31.356	31.666
FBtr0300173	25.887	9.343	7.943	12.866	5.837	7.368
FBtr0079181	0	0	0	0	0	0
FBtr0310551	1117.083	393.571	574.643	718.42	307.993	317.899
FBtr0310552	111.619	14.437	44.285	47.686	27.15	11.107
FBtr0075389	2039.937	882.456	930.598	3625.714	1283.543	1805.513
FBtr0310550	1606.728	660.239	848.831	1015.944	528.49	442.574
FBtr0310553	52.114	11.872	47.025	59.855	10.261	23.045
FBtr0331174	69.382	39.424	21.617	77.383	17.563	59.841
FBtr0346457	2	0	0	0	0.498	0
FBtr0110769	0	0	0	0	0.502	0
FBtr0343270	137.181	18.364	34.384	128.076	14.938	49.004
FBtr0072241	1002.719	341.636	402.601	877.416	194.062	275.996
FBtr0089751	524.959	557.773	678.146	1611.58	560.353	712.736
FBtr0089750	1900.373	614.425	764.218	1062.085	526.876	412.716
FBtr0089749	240.668	82.801	53.636	403.336	84.771	38.548
FBtr0081499	958.734	319.844	433.987	974.725	312.057	389.243
FBtr0084918	3	0	1	0	0	0
FBtr0339176	11663.653	0.342	0.269	18012.197	144.361	676.446
FBtr0082049	109.21	31.082	30.62	33.725	30.859	62.195
FBtr0339177	17384.328	11154.413	12184.957	20790.61	10554.071	12348.966
FBtr0082050	218.798	123.148	225.153	246.455	100.709	137.393
FBtr0307048	0	0	0	0	0	0.985
FBtr0077023	0	0	0	0	0	0.015
FBtr0307049	0.993	0	0	0.993	0	0
FBtr0305282	0.007	0	0	0.007	0	0
FBtr0084180	0	0	0	0	0	0
FBtr0347257	0	1.197	0.427	1	0	0
FBtr0335196	0	0	0.573	0	1	0
FBtr0079190	176.332	36.344	60.355	235.984	23.743	37.267
FBtr0343124	58.463	52.244	41.572	39.553	12.135	60.552
FBtr0343123	120.122	72.31	34.647	12.405	41.199	43.991
FBtr0079189	21.083	11.101	38.426	37.058	9.923	10.19
FBtr0339139	5	0	0	1	0	0
FBtr0074238	16767.618	6347.988	7175	13013.94	4314.985	5790
FBtr0079535	3656.246	1101.95	1130.415	2704.292	744.176	1099.795
FBtr0333095	152.754	31.05	18.585	59.708	26.824	33.205
FBtr0086147	2.275	2.514	2.44	2.275	2.475	2.538
FBtr0336665	1895.115	739.486	829.56	2255.725	660.525	726.462
FBtr0074984	0.007	0.013	0.014	0.007	0.006	0.007
FBtr0086289	0	1	0	0	0	0
FBtr0071018	509.528	180.732	221.375	507.348	181.952	215.714
FBtr0071017	150.004	49.268	53.625	39.096	41.048	39.286
FBtr0344288	252.898	48.16	73.155	46.661	57.104	30.388
FBtr0082515	402.102	163.84	149.845	499.339	111.896	140.612
FBtr0331805	6.151	2.44	6.718	9.842	3.368	3.463
FBtr0077167	6.07	2.429	6.623	9.628	3.534	3.44
FBtr0344225	2.687	2.747	2.064	2.806	4.437	2.648
FBtr0080838	467.319	181.935	189.232	2190.998	714.366	502.77
FBtr0080839	2714.158	681.819	836.479	1372.422	257.241	321.816
FBtr0321313	447.859	144.205	161.348	455.351	246.67	221.711
FBtr0345438	1859.943	610.002	727.808	1878.549	500.59	597.984
FBtr0080500	127.057	63.998	93.192	67.451	62.41	64.016
FBtr0346741	0	0	0	0	0	0
FBtr0331527	3.959	4.011	1.236	1.199	6.803	1.276
FBtr0078263	92.041	17.989	24.764	81.801	23.197	28.724
FBtr0334694	0	0	0	1	0	0
FBtr0077961	1970.855	1067.437	1267.205	2126.018	831.72	1008.8
FBtr0331287	96.145	13.563	28.795	152.982	81.28	82.2
FBtr0347290	29.682	6.663	5.874	19.666	10.848	4.625
FBtr0347288	0.135	5.086	0.062	0.164	0.075	0.185
FBtr0347289	0.183	0.251	0.064	0.17	0.077	0.19
FBtr0089318	338.876	101.812	123.856	373.143	92.744	117.024
FBtr0084751	43	16	25	77	34	27
FBtr0332625	1.696	0	0	0.927	1	0
FBtr0333740	0.304	0	0	1.073	0	0
FBtr0084700	1943.843	1128.664	1224.969	2719.113	991.012	1042
FBtr0331696	356.242	41.112	52.019	211.719	41.183	33.352
FBtr0392911	258.949	60.158	71.481	197.96	80.509	80.965
FBtr0392912	135.966	29.065	17.531	79.207	30.296	23.684
FBtr0080715	3.785	0	0	0	0	0
FBtr0080714	0.215	0	0	0	0	0
FBtr0087965	516.545	106.904	166.086	464.677	184.332	132.144
FBtr0087966	145.624	134.68	104.19	214.157	87.705	115.312
FBtr0087964	91.593	49.417	63.696	95.101	52.934	48.581
FBtr0340620	680.618	272.106	434.091	906.431	282.745	246.995
FBtr0340621	202.785	62.754	63.791	146.51	42.156	47.641
FBtr0074451	2445.86	1128.69	1049.116	2459.251	823.291	1069.072
FBtr0301696	387.557	83.988	83.027	310.626	58.629	69.345
FBtr0333757	370.649	131.39	234.975	356.823	202.178	194.396
FBtr0084510	1439	446	589	1539	502	626
FBtr0299961	277.415	24.371	44.814	235.283	39.984	47.484
FBtr0345939	49.7	26.629	18.787	64.485	28.016	28.516
FBtr0331836	61.922	16.914	15.623	41.325	9.596	7.165
FBtr0076798	61.497	18.884	15.828	49.79	12.656	7.364
FBtr0076796	59.82	18.378	17.389	40.288	17.121	9.859
FBtr0331835	64.088	19.694	19.057	70.291	13.471	9.995
FBtr0076794	208.476	66.806	45.686	101.192	46.052	21.671
FBtr0331838	64.456	19.719	23.784	54.454	21.623	17.488
FBtr0076797	255.48	55.469	49.214	74.89	26.539	22.295
FBtr0331837	60.578	16.264	17.306	33.258	12.058	9.711
FBtr0331833	2453.102	340.912	433.496	1693.143	228.931	188.755
FBtr0331834	67.272	26.03	28.792	56.11	25.966	26.439
FBtr0076795	49.864	15.718	14.922	24.313	11.428	6.328
FBtr0112941	1260.115	701.004	923.834	2940.748	978.517	1031.465
FBtr0080859	0	0	0	0	0	0
FBtr0340233	0	0	0	0	0	0
FBtr0082384	429	147	199	421	114	171
FBtr0071058	1	0	0	0	1	0
FBtr0077730	107	62	58	64	33	41
FBtr0075220	975	319	360	916	271	344
FBtr0070866	1.041	0.501	0	5.799	0	1.04
FBtr0343294	0.959	0.499	0	3.201	0	0.96
FBtr0088803	4	2	2	5	0	5
FBtr0074652	1079.681	583.798	729.887	2005.538	919.515	867.24
FBtr0342879	335.342	173.254	219.825	300.643	153.844	187.369
FBtr0342880	507.126	308.948	239.288	256.009	135.641	166.391
FBtr0306948	88.991	32	17	88.372	18	20
FBtr0076280	0	0	0	2	0	0
FBtr0071867	48.852	18.449	32.051	111.36	38.738	61.168
FBtr0346949	331.148	118.551	184.949	686.64	195.262	166.832
FBtr0304728	185.256	143.003	144.334	152.33	141.069	142.638
FBtr0071658	3162.744	1282.997	1420.666	3573.67	1148.931	1229.362
FBtr0073941	397	97	127	419	103	113
FBtr0085640	62	23	28	90	28	30
FBtr0087743	16	3	7	5	1	2
FBtr0303428	0	0	0	0	0	0
FBtr0347196	0	0	0	0	0	0
FBtr0331500	0.353	0.352	0.352	2.52	1	0.271
FBtr0076995	0	0	0	0	0	0
FBtr0346032	15.756	0.05	0.032	0.177	0.153	0.804
FBtr0290248	0	0	0	0	0	1
FBtr0300100	832.101	272.322	328.12	929.274	280.33	263.886
FBtr0273362	169.528	157.794	132.713	136.013	163.828	173.138
FBtr0344966	165.007	39.585	41.796	246.047	41.113	56.418
FBtr0083690	1394	561	624	1390	449	558
FBtr0333911	75.306	11.425	14.521	52.501	19.317	14.143
FBtr0299868	1053.694	142.575	158.479	1010.499	181.683	167.857
FBtr0080993	84.678	18	18	35.306	12	22
FBtr0331983	30.037	5.828	8.743	31.89	13.297	4.148
FBtr0100033	10.077	4.182	11.257	17.168	4.703	6.852
FBtr0113473	22	3	7	13.669	3	2
FBtr0091818	0.042	24.106	0.058	0.042	0.062	0.069
FBtr0073214	16.408	5.238	5.89	13.604	0.873	6.363
FBtr0332657	0.592	0.762	1.11	0.396	1.127	1.637
FBtr0306821	3.877	0.086	0	0.055	1	0
FBtr0306822	8.123	3.914	0	7.945	0	0
FBtr0074663	1	0	0	0.005	0	0
FBtr0081679	0	0	0	0	0	0
FBtr0343121	1650.529	279.605	202.039	670.939	190.748	145.723
FBtr0346135	292.828	208.921	212.33	212.783	160.026	127.068
FBtr0079186	60.467	29.695	39.721	61.35	47.435	34.725
FBtr0079185	962.175	624.779	799.91	1342.929	366.791	519.484
FBtr0110962	58.105	22.181	24.697	41.756	19.132	17.887
FBtr0110963	27.661	15.821	17.002	23.353	14.204	13.537
FBtr0112965	248.684	93.589	141.23	274.912	120.044	174.958
FBtr0071295	422.525	185.736	189.475	435.524	166.224	181.851
FBtr0071296	80.474	78.719	123.612	73.75	78.736	59.088
FBtr0309255	400.803	78.397	129.261	270.139	97.337	88.28
FBtr0309254	894.231	549.058	434.242	285.01	443.874	300.374
FBtr0333808	393.478	191.479	159.753	622.077	210.876	85.096
FBtr0071294	75.522	94.473	131.468	72.111	93.362	95.205
FBtr0071297	569.248	135.651	173.655	473.129	126.693	87.269
FBtr0071298	1073.625	443.897	583.303	1684.565	436.854	585.878
FBtr0302456	0	0	0	0	0	0
FBtr0332514	0	0	0	0	0	0
FBtr0071699	38.905	12.746	10.93	12.748	6.854	11.857
FBtr0071700	124.979	53.669	65.07	177.579	39.411	54.615
FBtr0085212	0	0	0	0	0	0
FBtr0332531	188.548	54.196	117.036	309.833	137.224	41.083
FBtr0079447	299.451	79.377	90.055	533.911	97.675	195.104
FBtr0301152	46.219	12.179	12.571	61.096	6.251	14.763
FBtr0079448	34.139	33.722	24.149	34.539	13.642	19.298
FBtr0344858	56.016	15.046	4.179	71.255	7.455	12.537
FBtr0079446	114.168	15.157	23.655	60.11	11.158	15.967
FBtr0332530	19.927	5.592	5.096	10.962	6.024	6.004
FBtr0077985	727	308	438	893	295	309
FBtr0078817	87.087	13.695	14.83	49.097	12.889	12.382
FBtr0078812	212.851	34.486	62.162	407.913	60.193	112.128
FBtr0273432	23.474	25.933	19.211	28.948	23.758	20.658
FBtr0078816	33.979	1.537	1.401	15.327	1.606	1.523
FBtr0078810	79.844	47.338	50.21	117.235	52.29	55.488
FBtr0110933	42.685	24.549	19.83	96.074	45.64	46.221
FBtr0273431	58.519	41.171	34.827	81.027	41.158	41.239
FBtr0306695	11.426	7.739	7.651	12.561	9.015	8.614
FBtr0100197	112.427	78.879	58.026	201.908	86.311	57.518
FBtr0333695	1523.113	587.587	699.396	1662.314	466.112	510.466
FBtr0110932	884.458	252.014	304.081	1520.877	467.801	535.648
FBtr0308581	52.943	30.014	32.254	111.998	40.327	54.889
FBtr0273430	13.884	5.156	4.903	14.674	9.784	3.439
FBtr0078813	237.087	57.136	73.526	110.694	70.138	48.941
FBtr0078815	274.921	53.36	67.809	547.353	131.625	99.079
FBtr0273433	16.417	15.667	13.987	20.747	14.846	13.602
FBtr0078818	270.487	141.53	88.188	155.218	163.88	151.51
FBtr0078811	60.23	37.609	33.348	427.99	111.822	78.036
FBtr0306694	43.327	22.899	19.653	80.02	42.779	21.924
FBtr0078814	108.137	16.164	13.891	43.64	14.998	11.714
FBtr0308580	14.199	9.803	10.147	16.059	11.329	12.005
FBtr0100199	47.428	38.45	34.175	242.369	98.735	67.242
FBtr0273434	38.491	24.317	24.546	124.641	37.974	34.265
FBtr0345442	2.117	0.625	0.544	2.102	0.654	0.627
FBtr0343834	0.922	0.787	0.616	0.896	0.864	0.79
FBtr0081122	10.961	1.589	0.841	6.002	2.482	1.584
FBtr0082081	7	3	4	4	0	3
FBtr0077682	63.919	31.518	28.672	46.814	55.372	32.325
FBtr0332460	132.674	69.021	37.557	225.245	49.338	95.988
FBtr0077680	31.522	63.006	26.763	36.297	63.321	17.645
FBtr0077683	130.39	36.967	126.562	304.09	52.387	87.944
FBtr0332459	5669.496	2469.489	3034.446	4878.554	2090.582	2306.098
FBtr0307284	153.322	37.283	37.088	102.282	31.8	27.009
FBtr0070403	284.423	50.189	45.102	196.972	47.542	34.001
FBtr0343597	104.108	69.755	38.177	114.344	45.05	43.682
FBtr0307285	265.567	188.735	207.37	225.048	135.947	171.024
FBtr0070404	247.164	54.184	44.378	152.716	47.084	32.794
FBtr0070402	669.416	174.854	267.885	1028.655	207.577	184.49
FBtr0075618	0	0	0	1	2	0
FBtr0113191	100	20	26	86	19	38
FBtr0079853	1	0	1	2	0	0
FBtr0087631	1650.06	482.11	570.865	2662.251	620.786	665.926
FBtr0304694	457.554	108.534	86.289	433.58	53.466	96.513
FBtr0304695	401.551	431.388	345.397	265.471	359.628	353.129
FBtr0332391	52.821	19.194	15.629	54.638	17.488	15.801
FBtr0307316	39.333	16.13	18.168	44.554	19.059	16.854
FBtr0307318	38.791	16.533	17.105	36.881	16.805	15.988
FBtr0307322	38.4	16.602	16.92	42.501	16.82	15.916
FBtr0307317	185.054	29.722	31.654	160.719	26.755	29.101
FBtr0307314	38.34	16.573	17.061	36.714	16.832	15.976
FBtr0307325	508.073	54.821	44.922	341.942	37.335	39.528
FBtr0307321	39.656	16.533	17.105	37.642	17.44	16.88
FBtr0307315	126.91	28.526	27.658	144.437	26.826	27.122
FBtr0307320	192.047	29.89	31.391	168.243	27.707	30.518
FBtr0308609	38.627	16.643	16.963	36.988	16.863	15.953
FBtr0307319	39.431	16.053	18.262	44.333	19.009	16.88
FBtr0307313	38.967	16.092	18.214	44.101	19.039	16.867
FBtr0307324	85.012	32.144	38.836	57.37	20.17	24.446
FBtr0307323	81.3	30.544	51.743	99.354	39.853	32.17
FBtr0085755	46	14	28	767	320	331
FBtr0075154	9.304	2.15	4.694	4.261	3.374	0.989
FBtr0075155	11.696	1.85	3.306	7.739	2.626	3.011
FBtr0302802	0	0	0	0	0	0
FBtr0075171	8016.822	3515	4455	9941.606	3207	3575.628
FBtr0114531	13.049	0.852	0.835	64.725	4.505	4.499
FBtr0334671	1554.19	747.037	826.061	2136.844	754.453	834.167
FBtr0091512	187.761	35.111	35.104	122.431	35.042	35.334
FBtr0309849	80.19	16.389	38.019	19.815	13.548	11.831
FBtr0309852	22.408	27.857	5.829	10.346	15.762	6.044
FBtr0309847	1431.677	230.821	287.146	1140.785	298.94	282.715
FBtr0309848	116.71	4.245	7.826	7.455	5.68	3.298
FBtr0309850	8.7	7.98	12.665	5.737	3.593	4.984
FBtr0309846	202.541	34.467	54.482	92.195	74.095	68.551
FBtr0309851	14.774	3.241	6.033	16.714	3.383	2.579
FBtr0110786	2.143	0.5	0.186	0.999	0	0.764
FBtr0337019	0.351	0	0.178	0	0	0.806
FBtr0306090	0.35	0	0.314	0	0	0.211
FBtr0337018	2.156	0.5	0.322	1.001	0	0.22
FBtr0273298	288	64	85	154	64	86
FBtr0082071	72.873	15.077	32.54	71.253	21.162	41.934
FBtr0332806	31.127	17.923	27.46	56.747	15.838	19.066
FBtr0083330	3	1	0	0	0	0
FBtr0300588	502.278	54.427	85.478	323.079	74.108	65.824
FBtr0300586	44.252	21.889	19.6	53.657	12.648	24.711
FBtr0082804	247.594	50.157	69.961	273.06	64.36	51.047
FBtr0082802	69.81	15.5	7.109	19.019	9.909	12.93
FBtr0308196	69.614	53.976	55.376	53.099	69.741	40.552
FBtr0082801	5450.603	2883.81	2907.984	6452.306	2234.893	2633.3
FBtr0082803	929.378	443.286	495.273	662.879	295.746	287.261
FBtr0308195	307.007	105.366	34.55	220.504	23.493	46.934
FBtr0082806	47.854	72.359	40.209	170.474	52.04	24.386
FBtr0308197	39.311	41.23	10.461	28.343	71.06	16.055
FBtr0300874	0.011	0.503	0	0.001	0.003	0
FBtr0072276	0.008	0.002	0	0.001	0.002	0
FBtr0100169	0.008	0.002	1	0.001	0.002	0
FBtr0343437	0.011	0.503	0	0.001	0.003	0
FBtr0300319	0	0	0	0	0	0
FBtr0091787	1638.116	899.263	1003.782	1794.096	614.538	825.413
FBtr0310521	10.573	3.579	2.35	4.563	0.448	1.758
FBtr0300358	6.427	1.421	0.65	2.437	1.552	0.242
FBtr0082759	1	0	0	0	0	0
FBtr0074829	29.96	12.754	22.948	33.95	12.721	26.407
FBtr0074828	15.32	3.781	1.769	30.216	1.3	1.394
FBtr0081701	11	0	2	6	1.219	1
FBtr0083900	16	6	7	13	4	5
FBtr0304732	5.665	0	0.992	3.435	0.992	1.001
FBtr0304731	4.341	0	1.008	3.784	1.008	0.001
FBtr0080888	1.076	0.843	0.835	2.472	0.183	0.488
FBtr0335141	0.754	1.157	1.165	4.138	0.027	0.512
FBtr0070543	235.857	72.713	73.41	286.233	45.194	56.673
FBtr0345708	20.143	7.287	10.59	13.52	3.806	7.327
FBtr0273188	42.01	7.6	10.556	73.234	13.471	14.829
FBtr0321291	39.043	13.403	14.45	97.342	25.539	19.175
FBtr0081919	315	100	115	332	129	119
FBtr0080143	3023.757	1315	1534	3685	1356	1348.054
FBtr0070894	1943	855	926	2053	682	669
FBtr0071353	458	176	203	481	157	170
FBtr0088650	2184	895	1038	2985	877	1047
FBtr0085598	5.219	0	0	2	0	0
FBtr0306093	41.273	4.79	38.633	36.616	4.745	14.749
FBtr0073288	162.727	62.21	53.367	240.384	47.255	53.251
FBtr0343993	1.032	0.358	0.707	0.762	0.738	0.375
FBtr0077728	2.701	0.722	1.476	1.728	0.531	0.378
FBtr0332218	2.678	0.722	1.47	1.451	0.555	0.378
FBtr0332219	1.01	0.36	0.701	0.97	0.705	0.377
FBtr0077727	1.032	0.358	0.707	0.989	0.711	0.375
FBtr0345331	5.766	0.725	1.437	3.349	0.696	0.396
FBtr0332220	36.798	1.43	1.805	22.622	4.086	0.437
FBtr0077726	1.031	0.358	0.707	0.989	1	0.375
FBtr0303097	198.905	91.06	129.238	547.189	133.74	164.282
FBtr0308637	24.631	9.603	10.122	22.256	15.142	16.874
FBtr0308638	169.096	49.615	30.288	289.018	163.239	99.585
FBtr0332987	26.212	11.768	13.894	24.172	20.452	22.007
FBtr0332986	52.911	134.007	32.681	104.578	49.338	97.126
FBtr0308639	386.844	76.1	81.906	332.459	96.992	72.623
FBtr0113430	756.574	284.855	539.984	787.649	358.132	208.788
FBtr0073188	46.88	11.502	7.239	52.605	16.429	13.183
FBtr0073187	122.666	61.578	47.705	218.041	62.195	63.291
FBtr0079095	2030.648	820.844	1058.269	1951.705	538.063	763.084
FBtr0329968	34.462	0.364	0.326	32.795	0.383	0.454
FBtr0329967	10.202	0.381	0.357	0.345	5.554	6.124
FBtr0075226	89.426	24.235	31	78.179	24	22.107
FBtr0333835	7.483	1.814	1.244	6.837	4.347	1.025
FBtr0309054	0.805	0.165	0.244	1.97	0.403	0
FBtr0333834	7.483	1.814	1.244	6.837	5.121	1.025
FBtr0076536	7.483	1.814	1.244	6.837	5.121	1.025
FBtr0333836	7.479	1.814	1.244	7.9	4.345	1.025
FBtr0076534	0.554	0.164	0.173	0.812	0.113	0
FBtr0087547	1369.012	475	543	1548	428	589
FBtr0071761	119.3	78.061	101.883	67.295	51.011	80.117
FBtr0342979	276.812	69.821	32.788	245.443	33.356	29.807
FBtr0113136	0	0	0	0	0	0
FBtr0113137	0	0	0	0	0	0
FBtr0082846	21.95	20.98	25.074	18.801	17.874	20.063
FBtr0334528	31.067	10.814	14.22	50.848	8.724	10.176
FBtr0334526	13.959	7.651	6.946	13.969	8.954	7.261
FBtr0112937	11.442	6.31	7.387	13.224	6.868	9.167
FBtr0334529	16.098	7.74	8.888	21.568	9.052	12.386
FBtr0112939	96.02	37.467	16.084	62.718	20.395	14.364
FBtr0082847	590.624	201.746	289.934	835.227	230.356	259.685
FBtr0334527	27.14	10.775	8.955	32.815	14.871	10.42
FBtr0112938	11.411	5.026	4.247	10.671	4.023	4.278
FBtr0339666	75.211	14.019	12.624	84.062	23.187	26.24
FBtr0339665	17.086	17.034	3.346	5.761	7.315	2.343
FBtr0113781	4213	943	1121	3536	915	908
FBtr0079097	219.206	91.648	97.079	158.229	90.955	123.234
FBtr0301318	643.676	252.352	300.921	837.071	248.045	272.766
FBtr0330663	0.09	1	1	1	0	0
FBtr0331650	0	0	0	0	0	0
FBtr0112363	0	0	0	0	0	0
FBtr0308188	0.909	0	0	0	0	0
FBtr0330695	1.108	0.06	2.805	4.903	0	2.096
FBtr0330696	5.069	1	0.263	4.729	0	0
FBtr0084234	2	0.027	2	1	0	0.199
FBtr0301186	1267.855	530.055	761.108	1576.363	440.105	545.455
FBtr0075592	279.292	122.89	119.48	332.922	101.217	139.4
FBtr0332095	198.264	32.401	10.414	102.152	24.151	11.7
FBtr0300329	4.535	4.653	7.999	3.563	5.527	9.444
FBtr0081709	11	2	1	7	1	2
FBtr0083278	1180	564	534	1002	422	477
